object	22.107427	0.077468	30.25158	bc2003_hr_m62_50.sed	7.3658	galaxy	7.0	2.448546	0.8755	0.830487
object	22.016959	-0.056494	32.30132	bc2003_hr_m62_57.sed	7.3597	galaxy	1.0	0.475836	0.747499	1.369658
object	21.922047	0.090511	29.94530	bc2003_hr_m62_57.sed	7.3675	galaxy	1.0	0.659427	0.725547	1.505427
object	22.100447	0.067607	30.38476	bc2003_hr_m62_80.sed	7.3589	galaxy	1.0	1.416304	0.89532	0.547658
object	21.880451	0.102958	31.19620	bc2003_hr_m62_360.sed	7.3539	galaxy	1.0	1.630609	0.194936	1.379401
object	21.959842	-0.089255	28.88048	bc2003_hr_m62_57.sed	7.3508	galaxy	7.0	1.166361	0.002063	0.391134
object	22.037803	0.043599	29.59291	bc2003_hr_m62_160.sed	7.3635	galaxy	1.0	1.679940	0.588182	1.021852
object	21.976535	-0.088114	30.38286	bc2003_hr_m62_90.sed	7.3594	galaxy	1.0	1.078993	0.579082	0.784282
object	22.009637	-0.104833	30.06310	bc2003_hr_m62_50.sed	7.3588	galaxy	1.0	2.096653	0.061728	1.370319
object	22.084541	-0.043815	30.56293	bc2003_hr_m62_57.sed	7.3588	galaxy	1.0	1.317486	0.040015	1.154655
object	21.994614	0.05465	29.84258	bc2003_hr_m62_90.sed	7.3602	galaxy	7.0	1.176599	0.076628	0.670284
object	21.888637	0.10469	28.09350	bc2003_hr_m62_57.sed	7.3512	galaxy	1.0	0.776150	0.160867	1.130939
object	21.99054	-0.033216	30.64314	bc2003_hr_m62_143.sed	7.3517	galaxy	7.0	0.872606	0.2609	0.983431
object	21.899478	-0.07168	31.27797	bc2003_hr_m62_113.sed	7.3527	galaxy	7.0	1.265034	0.154524	0.915487
object	22.057657	-0.092845	31.34275	bc2003_hr_m62_80.sed	7.3409	galaxy	7.0	6.748208	0.841773	0.660858
object	21.936387	0.022132	29.42247	bc2003_hr_m62_57.sed	7.3384	galaxy	1.0	1.789285	0.986591	0.483320
object	22.013988	-0.113224	29.17254	bc2003_hr_m62_71.sed	7.3354	galaxy	1.0	1.482205	0.183323	0.338945
object	22.005534	-0.108174	30.55748	bc2003_hr_m62_50.sed	7.3375	galaxy	7.0	1.904556	0.872654	1.135521
object	21.969529	-0.028964	31.78591	bc2003_hr_m62_71.sed	7.3388	galaxy	7.0	0.840303	0.422942	1.314832
object	22.014692	0.045507	29.58042	bc2003_hr_m62_71.sed	7.3332	galaxy	1.0	0.605204	0.599038	0.934108
object	21.924774	-0.091875	32.98878	bc2003_hr_m62_71.sed	7.3292	galaxy	7.0	0.677290	0.000614	1.520300
object	21.981471	0.055168	30.58925	bc2003_hr_m62_71.sed	7.3563	galaxy	1.0	2.636611	0.000309	1.526352
object	21.920046	0.045425	30.45535	bc2003_hr_m62_50.sed	7.3520	galaxy	7.0	1.471909	0.49451	0.967549
object	22.094159	-0.004947	31.20775	bc2003_hr_m62_71.sed	7.3572	galaxy	1.0	0.634017	0.140558	0.549567
object	22.086277	-0.100391	30.90493	bc2003_hr_m62_57.sed	7.3607	galaxy	1.0	1.131943	0.594805	1.209564
object	21.925271	0.05178	30.16111	bc2003_hr_m62_101.sed	7.3581	galaxy	1.0	1.206505	0.405657	0.307832
object	21.981142	0.008715	31.88454	bc2003_hr_m62_90.sed	7.3536	galaxy	7.0	0.391991	0.996507	0.981332
object	21.972102	-0.122154	30.18887	bc2003_hr_m62_80.sed	7.3248	galaxy	7.0	0.781904	0.515363	0.761569
object	21.942328	0.029068	29.63141	bc2003_hr_m62_57.sed	7.3296	galaxy	1.0	1.115442	0.259305	1.456916
object	21.92014	-0.124682	32.56271	bc2003_hr_m62_101.sed	7.3267	galaxy	7.0	0.577810	0.199823	1.276183
object	21.938834	-0.063276	30.55363	bc2003_hr_m62_101.sed	7.3201	galaxy	7.0	0.914799	0.273809	0.881455
object	21.988664	-0.015506	30.37914	bc2003_hr_m62_57.sed	7.3173	galaxy	1.0	1.132923	0.219739	0.782550
object	21.888562	-0.098764	29.42741	bc2003_hr_m62_57.sed	7.3379	galaxy	7.0	1.375526	0.579267	1.025760
object	22.089049	0.101903	32.84161	bc2003_hr_m62_101.sed	7.3359	galaxy	1.0	0.979660	0.780237	1.428715
object	21.898582	0.024309	33.64329	bc2003_hr_m62_90.sed	7.3321	galaxy	1.0	0.483252	0.315385	0.633851
object	21.974911	0.091078	31.15835	bc2003_hr_m62_57.sed	7.3333	galaxy	1.0	2.271646	0.014465	0.662108
object	22.02284	-0.067556	31.01628	bc2003_hr_m62_71.sed	7.3215	galaxy	1.0	1.113544	0.174766	0.918469
object	22.024401	0.104989	33.07149	bc2003_hr_m62_80.sed	7.3541	galaxy	7.0	0.148101	0.011019	0.729128
object	21.943583	-0.046689	30.50949	bc2003_hr_m62_57.sed	7.3413	galaxy	7.0	1.137608	0.849662	0.399579
object	22.024958	0.002555	29.79864	bc2003_hr_m62_50.sed	7.3655	galaxy	7.0	2.461231	0.641209	1.141080
object	22.049335	-0.071549	29.43795	bc2003_hr_m62_101.sed	7.3409	galaxy	7.0	1.685142	0.908896	1.436134
object	21.9491	0.002249	30.63843	bc2003_hr_m62_90.sed	7.5552	galaxy	1.0	1.179605	0.009782	0.837065
object	22.097045	0.088661	30.16116	bc2003_hr_m62_80.sed	7.5543	galaxy	1.0	1.063749	0.603852	0.938503
object	22.077519	-0.004936	28.87206	bc2003_hr_m62_50.sed	7.5595	galaxy	7.0	2.406130	0.356581	0.957215
object	21.992181	0.005186	33.11491	bc2003_hr_m62_143.sed	7.5511	galaxy	1.0	0.897102	0.10342	1.505441
object	22.053803	0.104731	30.79266	bc2003_hr_m62_57.sed	7.5494	galaxy	7.0	0.696797	0.978836	1.562612
object	21.940528	-0.026458	30.99304	bc2003_hr_m62_101.sed	7.5626	galaxy	7.0	0.802664	0.23411	0.763951
object	21.986142	-0.011636	29.28711	bc2003_hr_m62_904.sed	7.3421	galaxy	1.0	1.938427	0.011933	0.073502
object	21.899383	-0.004866	30.01763	bc2003_hr_m62_80.sed	7.3400	galaxy	1.0	2.666472	0.540268	0.415697
object	22.075344	0.063927	32.84910	bc2003_hr_m62_80.sed	7.3405	galaxy	1.0	0.321463	0.621885	0.527536
object	22.124152	0.02929	29.87515	bc2003_hr_m62_101.sed	7.3380	galaxy	7.0	1.171057	0.122846	1.032650
object	22.054855	-0.081407	30.78847	bc2003_hr_m62_90.sed	7.3383	galaxy	1.0	0.635097	0.402647	0.527500
object	21.988773	-0.017425	32.17810	bc2003_hr_m62_57.sed	7.3394	galaxy	1.0	0.487170	6e-06	1.420984
object	22.103259	0.012691	29.17067	bc2003_hr_m62_160.sed	7.3370	galaxy	7.0	2.012048	0.332861	0.331179
object	21.920891	-0.010862	33.12331	bc2003_hr_m62_101.sed	7.3400	galaxy	1.0	0.578977	0.888227	0.770691
object	21.974745	0.026458	29.86617	bc2003_hr_m62_71.sed	7.3430	galaxy	1.0	2.787838	0.011961	1.030323
object	21.997603	-0.101119	29.42035	bc2003_hr_m62_57.sed	7.3422	galaxy	1.0	1.768320	0.006072	0.791889
object	22.008347	0.004666	30.05619	bc2003_hr_m62_57.sed	7.3334	galaxy	7.0	1.351395	0.186969	1.174625
object	22.058912	-0.112065	29.33155	bc2003_hr_m62_57.sed	7.3327	galaxy	1.0	1.196060	0.579494	0.617043
object	21.992256	0.117161	29.99490	bc2003_hr_m62_57.sed	7.3343	galaxy	1.0	0.728540	0.727589	1.095000
object	21.922597	0.075989	31.36831	bc2003_hr_m62_57.sed	7.3535	galaxy	1.0	2.614986	0.166341	1.452356
object	21.957784	0.100661	29.89709	bc2003_hr_m62_90.sed	7.3452	galaxy	1.0	1.334742	0.074428	1.497879
object	21.960604	0.029006	34.56588	bc2003_hr_m62_71.sed	7.3377	galaxy	1.0	0.905478	2.9e-05	1.528035
object	22.120638	-0.003552	29.55484	bc2003_hr_m62_71.sed	7.3437	galaxy	1.0	2.556872	0.151709	0.674324
object	22.072451	0.033654	30.96190	bc2003_hr_m62_71.sed	7.3436	galaxy	7.0	1.324709	0.002035	1.326798
object	22.095039	0.059048	29.27933	bc2003_hr_m62_57.sed	7.3480	galaxy	1.0	1.001793	0.079591	0.304800
object	21.900173	-0.094873	31.87715	bc2003_hr_m62_360.sed	7.3511	galaxy	7.0	0.611331	0.028652	1.333245
object	22.065082	0.037229	31.74140	bc2003_hr_m62_57.sed	7.3337	galaxy	1.0	5.358121	0.01922	1.484591
object	22.072296	-0.101414	30.51978	bc2003_hr_m62_80.sed	7.3499	galaxy	7.0	1.117990	0.769486	1.483583
object	22.092394	0.099503	29.93434	bc2003_hr_m62_71.sed	7.3509	galaxy	1.0	0.929106	0.554081	0.484519
object	22.118798	0.064486	32.60704	bc2003_hr_m62_101.sed	7.3631	galaxy	7.0	0.516200	0.589702	1.362332
object	21.916851	0.064573	31.89685	bc2003_hr_m62_160.sed	7.3659	galaxy	1.0	1.220378	0.000191	1.246005
object	21.90149	0.064413	30.36865	bc2003_hr_m62_71.sed	7.3527	galaxy	7.0	1.136854	0.598906	1.157173
object	21.87734	-0.020866	29.99327	bc2003_hr_m62_50.sed	7.3307	galaxy	1.0	1.838735	0.120175	1.274431
object	21.986136	0.11257	29.07350	bc2003_hr_m62_57.sed	7.3212	galaxy	7.0	0.984422	0.300553	0.599129
object	21.977802	0.007758	30.12283	bc2003_hr_m62_57.sed	7.3223	galaxy	7.0	2.392402	0.573831	0.715817
object	22.061035	0.032473	28.93577	bc2003_hr_m62_80.sed	7.4200	galaxy	1.0	1.504890	0.007022	0.434519
object	22.025057	-0.060944	29.58204	bc2003_hr_m62_57.sed	7.4208	galaxy	7.0	1.872004	0.047744	1.052601
object	22.12452	-0.114697	29.80082	bc2003_hr_m62_80.sed	7.4251	galaxy	1.0	1.520982	0.356022	0.750588
object	21.970903	-0.092138	29.36866	bc2003_hr_m62_57.sed	7.4276	galaxy	1.0	1.244293	0.147635	0.486843
object	21.91418	-0.001217	29.78797	bc2003_hr_m62_57.sed	7.4265	galaxy	1.0	1.149743	0.395806	1.026009
object	22.045134	-0.053076	32.20713	bc2003_hr_m62_113.sed	7.4339	galaxy	7.0	0.930721	0.658963	1.441605
object	21.939466	-0.12273	31.37418	bc2003_hr_m62_127.sed	7.4288	galaxy	1.0	0.689630	0.837954	0.721415
object	21.936756	0.088469	31.21603	bc2003_hr_m62_101.sed	7.4251	galaxy	1.0	0.671787	0.994535	0.322466
object	22.00412	0.059349	32.39848	bc2003_hr_m62_90.sed	7.4215	galaxy	7.0	0.216585	0.030842	0.440329
object	22.004959	0.103931	30.25452	bc2003_hr_m62_143.sed	7.4183	galaxy	7.0	2.248169	0.575578	1.259585
object	22.007331	0.095033	32.75195	bc2003_hr_m62_90.sed	7.4125	galaxy	7.0	0.394301	0.616157	1.062537
object	22.080441	0.047172	30.36144	bc2003_hr_m62_321.sed	7.4296	galaxy	1.0	1.068227	0.668495	0.972645
object	21.971884	0.047405	33.14120	bc2003_hr_m62_127.sed	7.4314	galaxy	1.0	0.291469	0.986624	1.053095
object	21.991495	-0.087085	30.84593	bc2003_hr_m62_57.sed	7.4291	galaxy	7.0	2.854517	0.169818	0.539033
object	22.076932	0.028456	31.06528	bc2003_hr_m62_101.sed	7.3493	galaxy	1.0	0.665962	0.905481	0.642147
object	22.01442	0.120268	37.03606	bc2003_hr_m62_90.sed	7.4336	galaxy	7.0	0.478435	0.023871	1.563372
object	22.053267	0.070399	33.13348	bc2003_hr_m62_71.sed	7.2799	galaxy	1.0	0.373106	0.281552	1.244913
object	21.875829	0.059347	33.17258	bc2003_hr_m62_80.sed	7.2784	galaxy	7.0	1.179875	0.435762	1.123443
object	22.059187	0.10565	29.82332	bc2003_hr_m62_57.sed	7.2759	galaxy	1.0	0.715528	0.007895	0.211911
object	22.11958	0.046363	30.34694	bc2003_hr_m62_71.sed	7.2802	galaxy	1.0	1.322921	0.568444	1.485875
object	22.080994	0.099975	30.73210	bc2003_hr_m62_90.sed	7.2858	galaxy	1.0	0.821246	0.301799	0.663714
object	22.06786	0.032807	29.79261	bc2003_hr_m62_57.sed	7.2921	galaxy	1.0	2.031070	0.149358	0.370790
object	22.088354	0.100579	32.60430	bc2003_hr_m62_113.sed	7.2900	galaxy	1.0	0.980593	0.271004	1.510707
object	22.005753	-0.043824	30.61219	bc2003_hr_m62_80.sed	7.2928	galaxy	1.0	2.658462	0.170947	1.417304
object	21.897151	-0.003007	29.94741	bc2003_hr_m62_80.sed	7.2677	galaxy	1.0	1.371659	0.000167	0.986701
object	22.096435	-0.030243	29.91206	bc2003_hr_m62_50.sed	7.2650	galaxy	7.0	1.997089	0.272808	0.880270
object	21.933455	-0.008807	32.17979	bc2003_hr_m62_227.sed	7.2592	galaxy	7.0	0.789660	0.042804	1.361706
object	22.087239	-0.040765	30.10238	bc2003_hr_m62_57.sed	7.2613	galaxy	1.0	0.960325	0.842357	0.623029
object	21.971081	0.003467	29.68938	bc2003_hr_m62_1278.sed	7.4471	galaxy	1.0	2.093134	0.522947	1.017411
object	22.099432	0.016916	33.29174	bc2003_hr_m62_90.sed	7.4466	galaxy	1.0	0.495301	0.138555	0.623417
object	22.05275	-0.09017	29.91087	bc2003_hr_m62_180.sed	7.4426	galaxy	1.0	1.439790	0.002328	1.051156
object	21.897978	-0.017403	31.53538	bc2003_hr_m62_360.sed	7.4397	galaxy	7.0	0.427501	0.502895	0.562159
object	21.878237	0.122856	29.52535	bc2003_hr_m62_90.sed	7.4392	galaxy	7.0	2.357115	0.035682	0.589501
object	21.897081	0.056394	34.38520	bc2003_hr_m62_90.sed	7.4398	galaxy	7.0	0.489987	0.74104	1.441451
object	21.956956	-0.070437	29.77120	bc2003_hr_m62_57.sed	7.4541	galaxy	1.0	1.609389	0.352575	1.444942
object	22.09996	0.075559	29.35852	bc2003_hr_m62_57.sed	7.4495	galaxy	7.0	1.257272	0.055838	0.348555
object	21.965378	-0.019146	31.22004	bc2003_hr_m62_50.sed	7.4481	galaxy	7.0	2.908858	0.479586	0.533580
object	21.967406	-0.114484	30.94286	bc2003_hr_m62_71.sed	7.4601	galaxy	7.0	0.715998	0.005878	0.650233
object	22.118734	-0.100014	29.82497	bc2003_hr_m62_50.sed	7.4584	galaxy	7.0	2.468681	0.615097	1.063005
object	21.888014	0.02925	29.45554	bc2003_hr_m62_227.sed	7.4469	galaxy	1.0	4.477130	0.222869	1.017236
object	21.907699	-0.098592	30.28756	bc2003_hr_m62_127.sed	7.4516	galaxy	7.0	2.001326	0.71026	1.038322
object	22.104251	-0.113542	31.35358	bc2003_hr_m62_101.sed	7.4462	galaxy	1.0	0.880872	0.993211	1.125029
object	21.896676	-0.008598	30.14191	bc2003_hr_m62_57.sed	7.4467	galaxy	1.0	1.989280	0.721639	1.565199
object	21.915096	0.00765	30.11247	bc2003_hr_m62_57.sed	7.4521	galaxy	1.0	0.891126	0.090526	1.454404
object	21.893306	0.046769	30.82621	bc2003_hr_m62_143.sed	7.4466	galaxy	1.0	1.654208	0.412402	1.545482
object	21.884575	-0.009598	31.10374	bc2003_hr_m62_57.sed	7.4427	galaxy	1.0	0.597992	0.005908	1.204460
object	21.922332	0.123233	30.31541	bc2003_hr_m62_80.sed	7.4464	galaxy	1.0	1.011552	0.350272	0.209000
object	22.08313	0.02869	31.64389	bc2003_hr_m62_50.sed	7.4290	galaxy	1.0	2.373811	0.910679	1.307812
object	22.076737	0.122391	29.85785	bc2003_hr_m62_57.sed	7.4268	galaxy	1.0	1.740810	0.459999	1.531688
object	22.115739	-0.01672	30.22378	bc2003_hr_m62_50.sed	7.4389	galaxy	7.0	2.001315	0.364367	1.131365
object	21.956958	0.094276	28.77042	bc2003_hr_m62_127.sed	7.4309	galaxy	1.0	1.415435	0.102332	0.334666
object	22.005165	0.000666	41.49255	bc2003_hr_m62_50.sed	7.4251	galaxy	1.0	8.179023	0.595811	0.946145
object	22.055019	0.080739	30.12062	bc2003_hr_m62_57.sed	7.4307	galaxy	7.0	0.841437	0.725397	0.537885
object	21.893548	-0.033545	30.26943	bc2003_hr_m62_57.sed	7.4337	galaxy	7.0	2.193141	0.696064	1.463903
object	22.118803	0.077568	29.71303	bc2003_hr_m62_50.sed	7.4280	galaxy	7.0	2.431357	0.084062	1.244732
object	22.050612	0.11623	32.57731	bc2003_hr_m62_90.sed	7.4594	galaxy	7.0	0.408027	0.751285	0.311245
object	21.964261	-0.012051	30.72788	bc2003_hr_m62_90.sed	7.4546	galaxy	7.0	1.646790	0.203685	1.046695
object	21.889913	0.014607	31.22248	bc2003_hr_m62_101.sed	7.4466	galaxy	7.0	0.820220	0.772263	0.622149
object	22.03558	-0.01424	31.20105	bc2003_hr_m62_57.sed	7.4450	galaxy	1.0	4.046383	0.732598	1.403813
object	21.988235	-0.045137	30.22456	bc2003_hr_m62_113.sed	7.4400	galaxy	1.0	1.192101	0.017965	0.841021
object	22.087099	-0.082103	31.25088	bc2003_hr_m62_160.sed	7.4697	galaxy	7.0	1.702319	0.749446	1.416225
object	22.087768	-0.008514	29.54361	bc2003_hr_m62_57.sed	7.4534	galaxy	7.0	1.345957	0.490171	0.440704
object	22.038	-0.122104	35.75319	bc2003_hr_m62_113.sed	7.4615	galaxy	7.0	0.547403	0.863768	1.557409
object	21.938293	-0.055812	29.29024	bc2003_hr_m62_57.sed	7.5437	galaxy	1.0	1.207656	0.309007	0.930441
object	22.074712	0.065218	34.34109	bc2003_hr_m62_101.sed	7.5388	galaxy	1.0	0.222867	0.744091	1.401136
object	22.119614	0.053847	30.79385	bc2003_hr_m62_57.sed	7.5371	galaxy	7.0	1.473411	0.128497	1.151688
object	21.925862	-0.049567	30.79476	bc2003_hr_m62_101.sed	7.5045	galaxy	7.0	1.950434	0.93053	0.263584
object	21.907808	0.024062	30.82816	bc2003_hr_m62_180.sed	7.4732	galaxy	7.0	1.484865	0.029975	0.961416
object	21.924351	0.09176	30.69636	bc2003_hr_m62_90.sed	7.4726	galaxy	7.0	1.407951	0.930298	0.165153
object	22.089172	0.004048	29.82728	bc2003_hr_m62_101.sed	7.4711	galaxy	1.0	2.056318	0.859415	1.068910
object	21.923859	0.065293	30.98788	bc2003_hr_m62_57.sed	7.4770	galaxy	7.0	0.587304	0.551778	1.124888
object	21.999486	-0.104379	34.24232	bc2003_hr_m62_143.sed	7.4618	galaxy	7.0	0.371722	0.180562	0.840839
object	21.876201	0.004847	31.59867	bc2003_hr_m62_101.sed	7.4635	galaxy	1.0	3.578848	0.069929	0.638365
object	21.997384	0.11562	29.61125	bc2003_hr_m62_71.sed	7.4821	galaxy	7.0	1.630833	0.867715	0.962173
object	22.106117	0.000803	30.06884	bc2003_hr_m62_101.sed	7.4796	galaxy	7.0	1.725637	0.379549	1.096203
object	22.079251	0.033778	31.30251	bc2003_hr_m62_321.sed	7.4934	galaxy	1.0	0.957926	0.015971	1.239097
object	21.943456	-0.059424	31.17578	bc2003_hr_m62_202.sed	7.4926	galaxy	7.0	1.243970	0.396592	1.189692
object	21.895199	-0.046915	30.05542	bc2003_hr_m62_71.sed	7.4932	galaxy	1.0	1.026054	0.120286	1.357502
object	22.095107	-0.0468	29.56268	bc2003_hr_m62_57.sed	7.4955	galaxy	1.0	1.898317	0.240548	0.937190
object	21.96414	-0.017075	32.43254	bc2003_hr_m62_143.sed	7.4900	galaxy	7.0	0.403173	0.678553	0.438716
object	21.977115	-0.120102	29.93233	bc2003_hr_m62_57.sed	7.4840	galaxy	7.0	3.355437	0.256271	0.785221
object	22.005988	0.089097	31.27390	bc2003_hr_m62_90.sed	7.4976	galaxy	7.0	1.292447	0.050126	1.094173
object	22.055649	-0.067819	29.52005	bc2003_hr_m62_57.sed	7.4995	galaxy	7.0	1.004113	0.363245	1.463308
object	22.003161	-0.059784	30.68606	bc2003_hr_m62_57.sed	7.5597	galaxy	1.0	1.369281	0.513571	1.262510
object	21.996191	-0.118369	30.13013	bc2003_hr_m62_57.sed	7.5642	galaxy	1.0	0.922623	0.001514	1.116321
object	22.108993	-0.074539	32.41416	bc2003_hr_m62_113.sed	7.5601	galaxy	1.0	0.463466	0.635052	1.022744
object	22.067486	-0.037324	29.59782	bc2003_hr_m62_57.sed	7.5580	galaxy	7.0	1.076946	0.220981	1.551431
object	21.991817	0.044765	29.50324	bc2003_hr_m62_57.sed	7.4838	galaxy	1.0	1.237056	0.161312	1.411771
object	21.98044	-0.093538	31.47923	bc2003_hr_m62_90.sed	7.4753	galaxy	1.0	0.678158	0.927847	0.923028
object	22.0288	0.004416	32.15875	bc2003_hr_m62_71.sed	7.5404	galaxy	7.0	0.739655	0.1843	1.466815
object	21.979509	0.091076	29.09916	bc2003_hr_m62_57.sed	7.4762	galaxy	7.0	1.188274	0.182752	1.145739
object	21.885121	-0.004643	31.02578	bc2003_hr_m62_90.sed	7.5399	galaxy	1.0	1.297283	0.053825	1.115040
object	21.956359	0.084574	29.48095	bc2003_hr_m62_57.sed	7.5302	galaxy	7.0	0.992829	0.017213	1.385304
object	21.906802	0.00624	31.22792	bc2003_hr_m62_71.sed	7.5527	galaxy	7.0	1.011349	0.233628	1.299010
object	21.925655	-0.072426	29.04976	bc2003_hr_m62_50.sed	7.4698	galaxy	1.0	2.392438	0.655793	0.888097
